a,ln,ln/h,s,f'c,Dl,fyl,Dt,fyt,a/d,s/d,nu,rho_l,rho_t,rholfyl/fc,rhotfyt/fc,tau/fc,s/Dl,Vp/Vn,Ag/Ao,DS1,DS2,DS3,DS4,Vy,Vu,DS4/DS2
876,876,2.87,127,32,19,496,6,345,3.446043165,0.49960032,0,0.024463995,0.003229773,0.378868152,0.034791259,0.039161757,6.684210527,0.967989351,0.77264224,0.005758686,0.011517373,0.026020645,0.055148886,58.42,79.22,4.788321712
1473,2946,6.44,457,27,32,331,9,400,3.741935484,1.161290323,0.09,0.0303,0.00068,0.372604659,0.010104186,0.027054685,14.4,1.923891022,3.483864,0.004552815,0.009105631,0.020906897,0.025019214,193.05,276.99,2.747664046
160,320,2,40,20,9,341,5,558,1.161524501,0.290381125,0.801155126,0.022150683,0.006135923,0.381158258,0.173083449,0.354436095,4.21070361,0.336339442,0.426666667,0.008647569,0.017295137,0.02198875,0.044104143,74.48,74.48,2.550089174
650,650,2.17,150,29,16,380,6,396,2.500097694,0.576983197,0.03477832,0.026815067,0.006135923,0.354092638,0.084542046,0.045404367,9.374603175,1.334045048,1.499994,0.003394334,0.006788668,0.014945892,0.021832773,154.72,186.79,3.216061381
300,600,3,20,21,13,371,5,344,1.703094415,0.113539855,0.350078564,0.012667738,0.011879171,0.223605618,0.194425984,0.250317119,1.57480315,0.439612063,0.666664,0.005161345,0.010322689,0.021061722,0.033627191,97.91,98.91,3.25759986
400,800,4,50,32,16,369,5,316,2.279202916,0.284900934,0.143000842,0.020106273,0.004751668,0.231652497,0.046882657,0.067319137,3.124999999,0.793197776,0.666664,0.007039708,0.014079415,0.036200152,0.077524407,73.24,99.32,5.506223413
400,800,4,50,30,13,370,5,316,2.279345781,0.284918792,0.15304438,0.026546564,0.004751668,0.328222142,0.050175419,0.078179128,3.846153843,0.954452585,0.666664,0.005089821,0.010179641,0.026050292,0.046133857,69.58,107.63,4.531972668
320,640,4,40,21,9,341,5,558,2.323061666,0.290392509,0.799993355,0.022152178,0.010474374,0.357698714,0.27725951,0.175226164,4.210526317,0.240877186,0.426637867,0.002882526,0.005765053,0.020547706,0.034120177,51.83,57.65,5.918450256
320,640,4,40,21,9,341,5,558,2.323061666,0.290392509,0.899992524,0.022152178,0.00613613,0.357698714,0.162425019,0.194711934,4.210526317,0.128657328,0.426637867,0.003931871,0.007863742,0.040188125,,43.46,64.22,
480,960,6,40,29,9,341,5,558,3.484776899,0.290392509,0.701428073,0.022152178,0.00613613,0.262063988,0.118998886,0.140136685,4.210526317,0.245949311,0.426637867,0.003780741,0.007561481,0.015277278,0.030271087,22.3,45.05,4.003327772
480,960,6,40,29,9,341,5,558,3.484776899,0.290392509,0.701428073,0.022152178,0.008078397,0.262063988,0.15666556,0.136714299,4.210526317,0.245949311,0.426637867,0.00357172,0.007143439,0.015698487,0.03057411,39.39,51.99,4.280026592
300,600,3,70,26,9,361,6,426,1.762115153,0.411161025,0.256840586,0.02126474,0.008078397,0.297287464,0.133273593,0.099140689,7.368421054,0.560948262,0.666664,0.003437987,0.006875973,0.030107527,0.052224284,91.9,129.97,7.595184104
160,320,2,40,20,9,341,5,558,1.161524501,0.290381125,0.801155126,0.022150683,0.008078397,0.381158258,0.227877178,0.280677073,4.210526317,0.261649445,0.426666667,0.007018052,0.014036103,0.0731325,,87.9,108.78,
300,600,3,70,26,9,361,6,426,1.762115153,0.411161025,0.616417406,0.02126474,0.008078397,0.297287464,0.133273593,0.129988266,7.368421054,0.404771312,0.666664,0.002709873,0.005419746,0.015005503,0.030080952,104.65,124.82,5.550251727
876,876,2.87,89,26,19,496,6,345,3.446043165,0.350119904,0.147143538,0.024461935,0.004607523,0.464473563,0.060852037,0.071094301,4.684491979,0.838764878,0.77264224,0.005526642,0.011053284,0.048588205,,91.56,104.19,
876,876,2.87,89,26,19,496,6,345,3.446043165,0.35011361,0.147145009,0.024463995,0.004608777,0.464512677,0.060868599,0.070100021,4.684407765,0.838681345,0.77264224,0.006029769,0.012059537,0.054877059,,78.58,98.47,
876,876,2.87,127,34,19,496,6,345,3.446043165,0.49960032,0.114300141,0.024463995,0.003229773,0.360826812,0.033134532,0.050963116,6.684491979,1.001194337,0.77264224,0.006592368,0.013184736,0.025835653,0.048099895,78.04,94.22,3.648149891
876,876,2.87,127,34,19,496,6,345,3.446043165,0.49960032,0.114298998,0.024461935,0.003228952,0.360796428,0.033126109,0.057457886,6.684491979,1.001256087,0.77264224,0.00621449,0.012428979,0.026813964,,80.17,100.47,
876,876,2.87,127,34,19,496,6,345,3.446043165,0.49960032,0.071277054,0.024463995,0.003229773,0.360826812,0.033134532,0.053117102,6.684491979,0.983933855,0.77264224,0.007566963,0.015133925,0.035638193,0.036030742,76.04,87.53,2.380792925
876,876,2.87,127,34,19,496,6,345,3.446043165,0.49960032,0.071277625,0.024461935,0.003228952,0.360796428,0.033126109,0.054139732,6.684491979,0.983996262,0.77264224,0.00803608,0.016072159,0.034229587,,83.85,93.27,
225,450,2.5,64,32,13,340,4,249,1.409332916,0.402756029,0.184613485,0.031278239,0.002171483,0.33413588,0.016988604,0.098076435,5.062992126,1.406134312,0.54,0.005721487,0.011442974,0.017288,0.030784892,109.46,126,2.69028766
876,876,2.87,89,26,19,496,6,345,3.446043165,0.35011361,0,0.024463995,0.004607523,0.4688237,0.061416789,0.062951934,4.684210527,0.786714176,0.77264224,0.006810343,0.013620686,0.054279749,0.05441425,85.28,98.17,3.994971356
876,876,2.87,64,33,19,496,6,345,3.446043165,0.251798561,0.114983423,0.024461935,0.006406652,0.362956886,0.066119991,0.076080797,3.368983957,0.682055864,0.77264224,0.00956929,0.01913858,0.067078114,,87.66,92.32,
876,876,2.87,64,33,19,496,6,345,3.446043165,0.251798561,0.114983423,0.024461935,0.006406652,0.362956886,0.066119991,0.072239218,3.368983957,0.682055864,0.77264224,0.008161957,0.016323914,0.066962712,,92.34,99.36,
1473,2946,6.44,457,33,25,331,9,400,3.711766188,1.151927438,0.072714879,0.019392547,0.000678195,0.193759888,0.008186665,0.017826054,18,1.278668208,3.483864,0.004628247,0.009256494,0.041406379,0.055268572,204.42,238.09,5.970789125
1473,2946,6.44,457,25,25,331,9,400,3.711766188,1.151927438,0.283723236,0.019392547,0.000678195,0.251507933,0.010626612,0.038640161,18,1.207435746,3.483864,0.003355564,0.006711128,0.020499655,,220.46,298.99,
1473,2946,6.44,457,33,25,331,10,400,3.71,1.152,0.07,0.0194,0.00068,0.193834355,0.008209651,0.018963469,18,1.300484478,3.483864,0.003462151,0.006924301,0.021721379,0.036643259,159.6,228.99,5.291979324
225,450,2.5,64,33,13,340,4,249,1.409332916,0.402756029,0.445686985,0.031278239,0.002171483,0.321985485,0.016370836,0.098349398,5.062992126,1.091237979,0.54,0.002076632,0.004153264,0.008391289,0.02385841,55.08,111.28,5.74449603
1473,2946,6.44,305,26,32,331,10,400,3.74,0.774193548,0.28,0.0303,0.00174,0.392957862,0.027267126,0.048689135,9.6,1.051571679,3.483864,0.005404879,0.010809758,0.022943276,0.035557735,259.6,361.98,3.289410688
508,1016,4,51,86,16,510,6,449,2.241341275,0.225016545,0.096265597,0.024621056,0.007450187,0.14588392,0.038863695,0.038666997,3.20754717,0.720463073,1.075266667,0.008302826,0.016605652,0.0426025,0.1229989,208.1,267.56,7.407050462
508,1016,4,51,86,16,510,6,449,2.241341275,0.225016545,0.192531195,0.024621056,0.007450187,0.14588392,0.038863695,0.058675439,3.20754717,0.765313849,1.075266667,0.005470452,0.010940904,0.0345685,,238.99,324.11,
1473,2946,6.44,305,21,29,434,9,476,3.757683969,0.777451856,0.151260898,0.024758893,0.000678195,0.509292883,0.015286502,0.043169252,10.62020906,0.995586655,3.483864,0.005547549,0.011095098,0.037396552,0.050370181,207.05,297.07,4.539859077
1473,2946,6.44,305,21,29,434,9,476,3.757683969,0.777451856,0.605270368,0.024758893,0.000678195,0.509292883,0.015286502,0.064171821,10.62020906,0.670771551,3.483864,0.003643177,0.007286354,0.018086207,0.030612319,212.7,292.47,4.201322258
1473,2946,6.44,305,22,29,434,9,476,3.757683969,0.777451856,0.146403896,0.024758893,0.00068,0.492939441,0.014835029,0.042562315,10.62020906,0.997587369,3.483864,0.003922402,0.007844804,0.018396552,0.034705412,135.16,230.7,4.423999694
2400,2400,6,199,31,19,323,9,258,7.239904988,0.600309989,0,0.014176494,0.001598427,0.148832069,0.013424882,0.013865601,10.47368421,0.476428867,5.333312,0.00575769,0.01151538,0.039470938,,106.11,128.11,
2400,2400,6,199,28,19,323,9,258,7.239904988,0.600309989,0,0.017720617,0.001598427,0.201439666,0.014536135,0.014280268,10.47368421,0.573879275,5.333312,0.004307548,0.008615096,0.023791698,0.032034495,150.3,159.99,3.718414148
2500,2500,5,254,31,13,323,9,258,5.56167712,0.565067526,0,0.021237251,0.002003697,0.219601891,0.016575239,0.017638172,19.53846152,0.653263809,4.16665,0.00397247,0.00794494,0.016180036,0.029893828,126.43,152.64,3.762625028
2500,2500,5,254,32,13,323,9,258,5.56167712,0.565067526,0,0.021237251,0.002003697,0.214113559,0.016160988,0.016954697,19.53846152,0.650548699,4.16665,0.003166059,0.006332118,0.01611999,0.025437233,109.03,154.21,4.017176002
455,910,2.22,89,35,19,441,6,414,1.231367253,0.240866035,0.162437421,0.030066674,0.005525029,0.379601198,0.065484497,0.117179771,4.684407765,0.983323093,1.571666666,0.005042242,0.010084484,0.022127949,0.027009229,241.58,310.61,2.67829569
2500,2500,5,254,32,13,323,9,258,5.56167712,0.565067526,0,0.021237251,0.002003697,0.215459762,0.016262597,0.015447853,19.53846152,0.651220393,4.16665,0.002968372,0.005936744,0.027024028,0.030080741,141.63,163.03,5.066875065
1750,1750,3.5,254,32,13,323,9,258,3.893202238,0.565067526,0,0.021237251,0.002003697,0.21539205,0.016257487,0.023586819,19.53846152,0.775726339,4.16665,0.004444025,0.008888051,0.017971349,0.026764348,218.1,220.32,3.011273148
1750,1750,3.5,254,33,13,323,9,258,3.893202238,0.565067526,0,0.021237251,0.002003697,0.205942759,0.015544268,0.019049771,19.53846152,0.768457437,4.16665,0.002855122,0.005710243,0.013371361,0.029069043,199.83,230.03,5.090683971
1160,1160,2.32,50,33,13,323,9,258,2.580606883,0.111233765,0,0.021237251,0.010178781,0.207627235,0.079610762,0.050890217,3.846153843,0.376290915,4.16665,0.003075735,0.006151471,0.019439883,0.027820649,282.25,372.57,4.522601224
500,500,2.5,100,20,13,434,6,558,2.890174313,0.578036019,0.100175621,0.019924629,0.002827439,0.441554796,0.080562526,0.078847715,7.689468504,0.716499831,0.666664,0.002144826,0.004289651,0.017165862,0.031174558,56.12,72.15,7.267387752
500,500,2.5,100,20,13,434,6,558,2.890174313,0.578036019,0.100175621,0.019924629,0.002827439,0.441554796,0.080562526,0.107810482,7.689468504,0.716499831,0.666664,0.002425303,0.004850607,0.012473965,,53.64,68.96,
500,500,2.5,100,20,13,434,6,558,2.890174313,0.578036019,0.200351241,0.019924629,0.002827439,0.441554796,0.080562526,0.103154118,7.689468504,0.75763557,0.666664,0.002389671,0.004779342,0.012194056,0.01929807,60.21,78.43,4.037809116
500,500,2.5,100,20,13,434,6,558,2.890174313,0.578036019,0.200351241,0.026566171,0.002827439,0.588739706,0.080562526,0.11403338,7.689468504,0.797814843,0.666664,0.002511744,0.005023488,0.012277877,0.01429943,61.8,77.45,2.846514322
500,500,2.5,100,20,10,345,6,475,2.890174313,0.578036019,0.100175621,0.019664889,0.002827439,0.345872726,0.068627337,0.099536911,9.992405772,0.659774163,0.666664,0.001556619,0.003113238,0.007353823,,39.81,54.74,
500,500,2.5,100,20,10,345,6,475,2.890174313,0.578036019,0.200351241,0.019664889,0.002827439,0.345872726,0.068627337,0.090034654,9.992405772,0.717816531,0.666664,0.001980239,0.003960478,0.018064008,,61.66,64.94,
455,910,3.96,89,35,19,441,6,414,2.401003694,0.469656992,0.162437421,0.030066674,0.005525029,0.379601198,0.065484497,0.057225277,4.684407765,1.161558997,1.571666666,0.006313179,0.012626358,0.0274929,0.041450629,202.02,263.16,3.282865
500,500,2.5,100,20,10,345,6,475,2.890174313,0.578036019,0.200351241,0.019664889,0.002827439,0.345872726,0.068627337,0.084091947,9.992405772,0.717816531,0.666664,0.001794162,0.003588324,0.018917958,,58.47,63.61,
600,600,3,100,18,13,462,6,324,3.333145195,0.55552531,0.223131371,0.019924629,0.002827439,0.522985196,0.05206124,0.084834588,7.689468504,0.996567277,0.666664,0.003100267,0.006200535,0.021516806,,55.45,66.95,
400,400,2,100,18,13,462,6,324,2.222096797,0.55552531,0.223131371,0.019924629,0.002827439,0.522985196,0.05206124,0.112165138,7.689468504,1.192182558,0.666664,0.002537292,0.005074584,0.010252731,0.014351452,45.3,91.52,2.828104263
600,600,3,200,18,13,462,6,324,3.333145195,1.111050621,0.557828428,0.019924629,0.00141372,0.522985196,0.026030629,0.068190739,15.37893701,1.250263148,0.666664,0.005217066,0.010434132,0.017050207,,81.52,82.35,
400,800,4,120,33,10,379,4,648,2.222096797,0.666630372,0.119297289,0.011798934,0.0010472,0.135926626,0.020618204,0.066858254,11.99088693,0.781382261,0.666664,0.010474219,0.020948438,0.040050165,,73.58,75.09,
400,800,4,100,15,9,324,4,524,2.222096797,0.55552531,0.265913335,0.009542626,0.00125664,0.209396777,0.044588962,0.121828863,11.1111111,0.697086264,0.666664,0.005071809,0.010143618,0.020335281,,45.36,45.83,
400,800,4,100,13,9,324,4,524,2.222096797,0.55552531,0.299609223,0.009542626,0.00125664,0.235931025,0.050239166,0.133462524,11.1111111,0.68620345,0.666664,0.00505833,0.010116659,0.020527686,,51,58.71,
400,800,4,100,14,10,372,4,524,2.222096797,0.55552531,0.281757417,0.011798934,0.00125664,0.315193314,0.047245734,0.126849418,9.992405772,0.839451244,0.666664,0.004844278,0.009688555,0.020024765,,53.78,66.56,
400,800,4,100,13,10,372,4,524,2.222096797,0.55552531,0.299609223,0.011798934,0.00125664,0.335163577,0.050239166,0.130717269,9.992405772,0.834913202,0.666664,0.004282365,0.00856473,0.019722504,,58.45,66.51,
500,500,2.5,100,20,13,524,7,351,2.941132527,0.588227682,0.197627433,0.013283086,0.003318314,0.350284503,0.05872157,0.098057074,7.689468504,0.751265298,0.666664,0.004141258,0.008282515,0.016734061,0.019387763,36.59,73.93,2.340806148
